X,Y,Index_,event_unique_id,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,MCI,Division,Hood_ID,Neighbourhood,Lat,Long,ObjectId
-79.3430939,43.6684494,214,GO-20141948968,2014-04-24T11:29:00.000Z,2014-04-24T12:46:00.000Z,Commercial,1610,200,Robbery - Mugging,2014,April,24,114,Thursday  ,12,2014,April,24,114,Thursday  ,11,Robbery,D55,68,North Riverdale (68),43.6684494,-79.3430939,1
-79.5079269,43.759285,215,GO-20141950728,2014-04-24T13:00:00.000Z,2014-04-24T15:58:00.000Z,House,2120,200,B&E,2014,April,24,114,Thursday  ,15,2014,April,24,114,Thursday  ,13,Break and Enter,D31,24,Black Creek (24),43.759285,-79.5079269,2
-79.5016632,43.6975517,216,GO-20141956416,2014-04-25T13:20:00.000Z,2014-04-25T13:52:00.000Z,Apartment,1430,100,Assault,2014,April,25,115,Friday    ,13,2014,April,25,115,Friday    ,13,Assault,D12,30,Brookhaven-Amesbury (30),43.6975517,-79.5016632,3
-79.5715103,43.7217026,217,GO-20141956867,2014-04-24T17:00:00.000Z,2014-04-25T10:30:00.000Z,Outside,1430,100,Assault,2014,April,25,115,Friday    ,10,2014,April,24,114,Thursday  ,17,Assault,D23,4,Rexdale-Kipling (4),43.7217026,-79.5715103,4
-79.449058500000021,43.646339399999988,4583,GO-2015193892,2015-02-02T09:45:00.000Z,2015-02-02T16:19:00.000Z,House,2120,200,B&E,2015,February,2,33,Monday    ,16,2015,February,2,33,Monday    ,9,Break and Enter,D11,86,Roncesvalles (86),43.6463394,-79.4490585,4206
-79.2991638,43.7163773,105926,GO-20142699869,2014-08-14T09:20:00.000Z,2014-08-14T09:27:00.000Z,Outside,1430,100,Assault,2014,August,14,226,Thursday  ,9,2014,August,14,226,Thursday  ,9,Assault,D41,120,Clairlea-Birchmount (120),43.7163773,-79.2991638,97960
-79.375900300000012,43.6604424,105927,GO-20142704091,2014-08-14T09:00:00.000Z,2014-08-14T21:23:00.000Z,Commercial,2120,200,B&E,2014,August,14,226,Thursday  ,21,2014,August,14,226,Thursday  ,9,Break and Enter,D51,73,Moss Park (73),43.6604424,-79.3759003,97961
-79.287284900000017,43.819912,105928,GO-20142704172,2014-08-14T19:20:00.000Z,2014-08-14T21:38:00.000Z,House,2120,200,B&E,2014,August,14,226,Thursday  ,21,2014,August,14,226,Thursday  ,19,Break and Enter,D42,130,Milliken (130),43.819912,-79.2872849,97962
-79.2221069,43.742488899999984,105929,GO-20142759724,2014-08-23T10:29:00.000Z,2014-08-23T10:29:00.000Z,Outside,1430,100,Assault,2014,August,23,235,Saturday  ,10,2014,August,23,235,Saturday  ,10,Assault,D43,139,Scarborough Village (139),43.7424889,-79.2221069,97963
-79.280227700000012,43.8281059,171893,GO-2015557092,2015-04-03T21:20:00.000Z,2015-04-04T09:27:00.000Z,House,2135,210,Theft Of Motor Vehicle,2015,April,4,94,Saturday  ,9,2015,April,3,93,Friday    ,21,Auto Theft,D42,130,Milliken (130),43.8281059,-79.2802277,159181
-79.5843658,43.6392059,171894,GO-20163401,2015-12-31T19:30:00.000Z,2016-01-01T14:57:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,January,1,1,Friday    ,14,2015,December,31,365,Thursday  ,19,Auto Theft,D22,11,Eringate-Centennial-West Deane (11),43.6392059,-79.5843658,159182
-79.557937599999988,43.6762123,171895,GO-2016611,2015-12-31T19:30:00.000Z,2016-01-01T08:11:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,January,1,1,Friday    ,8,2015,December,31,365,Thursday  ,19,Auto Theft,D23,7,Willowridge-Martingrove-Richview (7),43.6762123,-79.5579376,159183
-79.4940948,43.7049522,171896,GO-20151438074,2015-08-12T15:15:00.000Z,2015-08-21T09:05:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2015,August,21,233,Friday    ,9,2015,August,12,224,Wednesday ,15,Auto Theft,D12,28,Rustic (28),43.7049522,-79.4940948,159184
-79.4940948,43.7049522,171897,GO-20151438074,2015-08-12T15:15:00.000Z,2015-08-21T09:05:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2015,August,21,233,Friday    ,9,2015,August,12,224,Wednesday ,15,Auto Theft,D12,28,Rustic (28),43.7049522,-79.4940948,159185
-79.2587738,43.7360458,171898,GO-201612560,2016-01-02T17:00:00.000Z,2016-01-03T11:08:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,January,3,3,Sunday    ,11,2016,January,2,2,Saturday  ,17,Auto Theft,D41,138,Eglinton East (138),43.7360458,-79.2587738,159186
-79.520675699999984,43.7013741,171899,GO-20152137898,2015-12-13T20:30:00.000Z,2015-12-13T21:51:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,December,13,347,Sunday    ,21,2015,December,13,347,Sunday    ,20,Auto Theft,D12,113,Weston (113),43.7013741,-79.5206757,159187
-79.3107529,43.6807938,171900,GO-201622125,2016-01-04T23:43:00.000Z,2016-01-04T23:43:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,January,4,4,Monday    ,23,2016,January,4,4,Monday    ,23,Auto Theft,D55,62,East End-Danforth (62),43.6807938,-79.3107529,159188
-79.480796799999979,43.6696167,171901,GO-201630683,2016-01-06T09:40:00.000Z,2016-01-06T10:50:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,January,6,6,Wednesday ,10,2016,January,6,6,Wednesday ,9,Auto Theft,D11,90,Junction Area (90),43.6696167,-79.4807968,159189
-79.4972076,43.757988,171902,GO-201628831,2016-01-06T02:35:00.000Z,2016-01-06T02:35:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,January,6,6,Wednesday ,2,2016,January,6,6,Wednesday ,2,Auto Theft,D31,27,York University Heights (27),43.757988,-79.4972076,159190
-79.4972076,43.757988,171903,GO-201628831,2016-01-06T02:35:00.000Z,2016-01-06T02:35:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,January,6,6,Wednesday ,2,2016,January,6,6,Wednesday ,2,Auto Theft,D31,27,York University Heights (27),43.757988,-79.4972076,159191
-79.261131299999988,43.773616799999985,171904,GO-201626051,2016-01-05T11:30:00.000Z,2016-01-05T15:35:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,January,5,5,Tuesday   ,15,2016,January,5,5,Tuesday   ,11,Auto Theft,D43,127,Bendale (127),43.7736168,-79.2611313,159192
-79.4780655,43.7086601,171905,GO-201631701,2012-12-01T00:01:00.000Z,2016-01-06T13:41:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,January,6,6,Wednesday ,13,2012,December,1,336,Saturday  ,0,Auto Theft,D12,29,Maple Leaf (29),43.7086601,-79.4780655,159193
-79.387443499999989,43.664978,171906,GO-201626153,2016-01-03T19:00:00.000Z,2016-01-05T20:15:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,January,5,5,Tuesday   ,20,2016,January,3,3,Sunday    ,19,Auto Theft,D52,76,Bay Street Corridor (76),43.664978,-79.3874435,159194
-79.3222809,43.7081108,171907,GO-20152166584,2015-12-17T20:00:00.000Z,2015-12-18T09:54:00.000Z,House,2135,210,Theft Of Motor Vehicle,2015,December,18,352,Friday    ,9,2015,December,17,351,Thursday  ,20,Auto Theft,D54,54,O'Connor-Parkview (54),43.7081108,-79.3222809,159195
-79.5205688,43.7394943,171908,GO-201661058,2016-01-03T19:00:00.000Z,2016-01-11T10:53:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,January,11,11,Monday    ,10,2016,January,3,3,Sunday    ,19,Auto Theft,D31,25,Glenfield-Jane Heights (25),43.7394943,-79.5205688,159196
-79.5289383,43.6053696,171909,GO-201679839,2016-01-13T18:00:00.000Z,2016-01-14T10:01:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,January,14,14,Thursday  ,10,2016,January,13,13,Wednesday ,18,Auto Theft,D22,20,Alderwood (20),43.6053696,-79.5289383,159197
-79.5289383,43.6053696,171910,GO-201679839,2016-01-13T18:00:00.000Z,2016-01-14T10:01:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,January,14,14,Thursday  ,10,2016,January,13,13,Wednesday ,18,Auto Theft,D22,20,Alderwood (20),43.6053696,-79.5289383,159198
-79.5289383,43.6053696,171911,GO-201679839,2016-01-13T18:00:00.000Z,2016-01-14T10:01:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,January,14,14,Thursday  ,10,2016,January,13,13,Wednesday ,18,Auto Theft,D22,20,Alderwood (20),43.6053696,-79.5289383,159199
-79.5231934,43.7614975,171912,GO-201686631,2016-01-14T22:00:00.000Z,2016-01-15T10:54:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,January,15,15,Friday    ,10,2016,January,14,14,Thursday  ,22,Auto Theft,D31,24,Black Creek (24),43.7614975,-79.5231934,159200
-79.5450439,43.6041183,171913,GO-20151679822,2015-09-29T02:45:00.000Z,2015-09-29T02:50:00.000Z,House,2135,210,Theft Of Motor Vehicle,2015,September,29,272,Tuesday   ,2,2015,September,29,272,Tuesday   ,2,Auto Theft,D22,20,Alderwood (20),43.6041183,-79.5450439,159201
-79.546112099999988,43.5957985,171914,GO-20151709046,2015-10-03T18:00:00.000Z,2015-10-03T19:30:00.000Z,House,2135,210,Theft Of Motor Vehicle,2015,October,3,276,Saturday  ,19,2015,October,3,276,Saturday  ,18,Auto Theft,D22,20,Alderwood (20),43.5957985,-79.5461121,159202
-79.2288971,43.8292618,171915,GO-201698736,2016-01-16T23:00:00.000Z,2016-01-17T11:22:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,January,17,17,Sunday    ,11,2016,January,16,16,Saturday  ,23,Auto Theft,D42,131,Rouge (131),43.8292618,-79.2288971,159203
-79.4316788,43.6527443,171916,GO-20161040354,2016-06-14T19:00:00.000Z,2016-06-15T08:36:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,June,15,167,Wednesday ,8,2016,June,14,166,Tuesday   ,19,Auto Theft,D14,83,Dufferin Grove (83),43.6527443,-79.4316788,159204
-79.5327301,43.6801643,171917,GO-20161040803,2016-06-14T22:30:00.000Z,2016-06-15T09:26:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,June,15,167,Wednesday ,9,2016,June,14,166,Tuesday   ,22,Auto Theft,D22,9,Edenbridge-Humber Valley (9),43.6801643,-79.5327301,159205
-79.4854813,43.6704636,171918,GO-2015744121,2015-05-05T06:10:00.000Z,2015-05-05T06:13:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,May,5,125,Tuesday   ,6,2015,May,5,125,Tuesday   ,6,Auto Theft,D12,111,Rockcliffe-Smythe (111),43.6704636,-79.4854813,159206
-79.412323,43.7732277,171919,GO-20161012885,2016-06-10T22:43:00.000Z,2016-06-10T22:44:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,June,10,162,Friday    ,22,2016,June,10,162,Friday    ,22,Auto Theft,D32,51,Willowdale East (51),43.7732277,-79.412323,159207
-79.581115699999984,43.7138481,171920,GO-20161054543,2016-06-17T04:00:00.000Z,2016-06-17T08:51:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,June,17,169,Friday    ,8,2016,June,17,169,Friday    ,4,Auto Theft,D23,1,West Humber-Clairville (1),43.7138481,-79.5811157,159208
-79.4101639,43.6559715,171921,GO-20161060361,2016-06-17T21:00:00.000Z,2016-06-18T00:51:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,June,18,170,Saturday  ,0,2016,June,17,169,Friday    ,21,Auto Theft,D14,80,Palmerston-Little Italy (80),43.6559715,-79.4101639,159209
-79.2223663,43.7485847,172222,GO-2017482818,2017-03-18T00:36:00.000Z,2017-03-18T11:42:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,March,18,77,Saturday  ,11,2017,March,18,77,Saturday  ,0,Auto Theft,D43,137,Woburn (137),43.7485847,-79.2223663,159210
-79.3145447,43.8115196,172623,GO-20151074719,2015-06-26T02:00:00.000Z,2015-06-26T07:38:00.000Z,House,2135,210,Theft Of Motor Vehicle,2015,June,26,177,Friday    ,7,2015,June,26,177,Friday    ,2,Auto Theft,D42,116,Steeles (116),43.8115196,-79.3145447,159211
-79.6125946,43.7204056,172722,GO-2018957915,2018-05-27T20:30:00.000Z,2018-05-27T21:48:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,May,27,147,Sunday    ,21,2018,May,27,147,Sunday    ,20,Auto Theft,D23,1,West Humber-Clairville (1),43.7204056,-79.6125946,159212
-79.2489777,43.791744199999989,172123,GO-2017590100,2017-04-03T18:00:00.000Z,2017-04-04T03:35:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,April,4,94,Tuesday   ,3,2017,April,3,93,Monday    ,18,Auto Theft,D42,128,Agincourt South-Malvern West (128),43.7917442,-79.2489777,159213
-79.3544998,43.7138901,172624,GO-201520174,2015-01-04T10:00:00.000Z,2015-01-04T18:51:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,January,4,4,Sunday    ,18,2015,January,4,4,Sunday    ,10,Auto Theft,D53,55,Thorncliffe Park (55),43.7138901,-79.3544998,159214
-79.4436569,43.63766480000001,172223,GO-2017503670,2017-03-21T00:30:00.000Z,2017-03-21T15:30:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,March,21,80,Tuesday   ,15,2017,March,21,80,Tuesday   ,0,Auto Theft,D14,85,South Parkdale (85),43.6376648,-79.4436569,159215
-79.6125946,43.7204056,172723,GO-2018957915,2018-05-27T20:30:00.000Z,2018-05-27T21:48:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,May,27,147,Sunday    ,21,2018,May,27,147,Sunday    ,20,Auto Theft,D23,1,West Humber-Clairville (1),43.7204056,-79.6125946,159216
-79.4265594,43.6974983,172324,GO-2017209441,2017-02-02T20:30:00.000Z,2017-02-03T00:11:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,February,3,34,Friday    ,0,2017,February,2,33,Thursday  ,20,Auto Theft,D13,106,Humewood-Cedarvale (106),43.6974983,-79.4265594,159217
-79.522529600000013,43.7716141,172523,GO-2018492187,2018-03-18T09:45:00.000Z,2018-03-18T10:14:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,March,18,77,Sunday    ,10,2018,March,18,77,Sunday    ,9,Auto Theft,D31,24,Black Creek (24),43.7716141,-79.5225296,159218
-79.6352386,43.749282799999989,172625,GO-20151086788,2015-06-26T13:00:00.000Z,2015-06-28T08:13:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,June,28,179,Sunday    ,8,2015,June,26,177,Friday    ,13,Auto Theft,D23,1,West Humber-Clairville (1),43.7492828,-79.6352386,159219
-79.5569077,43.6101265,171924,GO-20161078978,2016-06-20T18:39:00.000Z,2016-06-20T20:32:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,June,20,172,Monday    ,20,2016,June,20,172,Monday    ,18,Auto Theft,D22,14,Islington-City Centre West (14),43.6101265,-79.5569077,159220
-79.5058289,43.6753769,172724,GO-2018947506,2018-05-25T18:30:00.000Z,2018-05-26T08:23:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,May,26,146,Saturday  ,8,2018,May,25,145,Friday    ,18,Auto Theft,D12,111,Rockcliffe-Smythe (111),43.6753769,-79.5058289,159221
-79.524284400000013,43.7559319,172224,GO-2017502132,2017-01-01T12:00:00.000Z,2017-03-21T11:40:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,March,21,80,Tuesday   ,11,2017,January,1,1,Sunday    ,12,Auto Theft,D31,24,Black Creek (24),43.7559319,-79.5242844,159222
-79.3645935,43.7748451,172124,GO-20162143204,2016-12-03T03:00:00.000Z,2016-12-03T07:03:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,December,3,338,Saturday  ,7,2016,December,3,338,Saturday  ,3,Auto Theft,D33,47,Don Valley Village (47),43.7748451,-79.3645935,159223
-79.5881653,43.7463188,172125,GO-2017591303,2017-04-03T19:00:00.000Z,2017-04-04T10:17:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,April,4,94,Tuesday   ,10,2017,April,3,93,Monday    ,19,Auto Theft,D23,2,Mount Olive-Silverstone-Jamestown (2),43.7463188,-79.5881653,159224
-79.2625275,43.7820168,172424,GO-2017955872,2017-05-25T22:00:00.000Z,2017-05-30T15:03:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,May,30,150,Tuesday   ,15,2017,May,25,145,Thursday  ,22,Auto Theft,D42,128,Agincourt South-Malvern West (128),43.7820168,-79.2625275,159225
-79.6225815,43.7230873,172225,GO-2017527712,2017-03-25T08:37:00.000Z,2017-03-25T09:17:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,March,25,84,Saturday  ,9,2017,March,25,84,Saturday  ,8,Auto Theft,D23,1,West Humber-Clairville (1),43.7230873,-79.6225815,159226
-79.2237854,43.7385712,172425,GO-2017960036,2017-05-31T03:00:00.000Z,2017-05-31T06:57:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,May,31,151,Wednesday ,6,2017,May,31,151,Wednesday ,3,Auto Theft,D43,139,Scarborough Village (139),43.7385712,-79.2237854,159227
-79.3640289,43.6512756,171925,GO-20151841618,2015-10-24T16:00:00.000Z,2015-10-26T14:22:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,October,26,299,Monday    ,14,2015,October,24,297,Saturday  ,16,Auto Theft,D51,73,Moss Park (73),43.6512756,-79.3640289,159228
-79.4826431,43.7290611,172725,GO-2018941336,2018-05-25T10:30:00.000Z,2018-05-25T11:18:00.000Z,Other,2135,210,Theft Of Motor Vehicle,2018,May,25,145,Friday    ,11,2018,May,25,145,Friday    ,10,Auto Theft,D31,26,Downsview-Roding-CFB (26),43.7290611,-79.4826431,159229
-79.352623,43.6654892,172126,GO-20161706327,2016-09-25T02:24:00.000Z,2016-09-25T13:28:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2016,September,25,269,Sunday    ,13,2016,September,25,269,Sunday    ,2,Auto Theft,D55,68,North Riverdale (68),43.6654892,-79.352623,159230
-79.5990524,43.7181282,172524,GO-2018509163,2018-03-20T19:15:00.000Z,2018-03-20T22:01:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,March,20,79,Tuesday   ,22,2018,March,20,79,Tuesday   ,19,Auto Theft,D23,1,West Humber-Clairville (1),43.7181282,-79.5990524,159231
-79.4728088,43.6849174,172325,GO-2017611445,2017-04-06T21:00:00.000Z,2017-04-07T09:17:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,April,7,97,Friday    ,9,2017,April,6,96,Thursday  ,21,Auto Theft,D12,110,Keelesdale-Eglinton West (110),43.6849174,-79.4728088,159232
-79.4587173,43.6744919,172626,GO-20151074313,2015-06-26T00:24:00.000Z,2015-06-26T05:39:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,June,26,177,Friday    ,5,2015,June,26,177,Friday    ,0,Auto Theft,D12,91,Weston-Pellam Park (91),43.6744919,-79.4587173,159233
-79.4847946,43.761013,172326,GO-2017609812,2017-04-07T00:17:00.000Z,2017-04-07T00:17:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2017,April,7,97,Friday    ,0,2017,April,7,97,Friday    ,0,Auto Theft,D31,27,York University Heights (27),43.761013,-79.4847946,159234
-79.4289093,43.7734108,172726,GO-2018967152,2018-05-28T20:00:00.000Z,2018-05-29T08:58:00.000Z,House,2135,210,Theft Of Motor Vehicle,2018,May,29,149,Tuesday   ,8,2018,May,28,148,Monday    ,20,Auto Theft,D32,37,Willowdale West (37),43.7734108,-79.4289093,159235
-79.1862259,43.7684097,172525,GO-2018515989,2018-03-21T22:20:00.000Z,2018-03-21T23:40:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2018,March,21,80,Wednesday ,23,2018,March,21,80,Wednesday ,22,Auto Theft,D43,136,West Hill (136),43.7684097,-79.1862259,159236
-79.2110519,43.762867,172226,GO-2017535803,2017-02-28T00:00:00.000Z,2017-03-26T16:36:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,March,26,85,Sunday    ,16,2017,February,28,59,Tuesday   ,0,Auto Theft,D43,137,Woburn (137),43.762867,-79.2110519,159237
-79.5112,43.6568336,172127,GO-2017599347,2017-04-04T21:45:00.000Z,2017-04-05T12:05:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,April,5,95,Wednesday ,12,2017,April,4,94,Tuesday   ,21,Auto Theft,D22,15,Kingsway South (15),43.6568336,-79.5112,159238
-79.3823776,43.7905502,171926,GO-20161082246,2016-06-11T07:00:00.000Z,2016-06-21T11:00:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,June,21,173,Tuesday   ,11,2016,June,11,163,Saturday  ,7,Auto Theft,D33,49,Bayview Woods-Steeles (49),43.7905502,-79.3823776,159239
-79.5152359,43.6827354,172627,GO-20151098620,2015-06-29T20:00:00.000Z,2015-06-30T06:48:00.000Z,House,2135,210,Theft Of Motor Vehicle,2015,June,30,181,Tuesday   ,6,2015,June,29,180,Monday    ,20,Auto Theft,D22,9,Edenbridge-Humber Valley (9),43.6827354,-79.5152359,159240
-79.4715652,43.7804718,172327,GO-2017615115,2017-04-02T18:32:00.000Z,2017-04-07T19:32:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,April,7,97,Friday    ,19,2017,April,2,92,Sunday    ,18,Auto Theft,D32,27,York University Heights (27),43.7804718,-79.4715652,159241
-79.4678574,43.6819611,172426,GO-2017964552,2017-05-30T13:30:00.000Z,2017-05-31T18:49:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,May,31,151,Wednesday ,18,2017,May,30,150,Tuesday   ,13,Auto Theft,D12,110,Keelesdale-Eglinton West (110),43.6819611,-79.4678574,159242
-79.5181122,43.758976,172727,GO-2018636915,2018-04-09T15:48:00.000Z,2018-04-09T18:20:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,April,9,99,Monday    ,18,2018,April,9,99,Monday    ,15,Auto Theft,D31,24,Black Creek (24),43.758976,-79.5181122,159243
-79.5153656,43.7576141,172526,GO-2018515946,2018-03-21T22:09:00.000Z,2018-03-21T22:09:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2018,March,21,80,Wednesday ,22,2018,March,21,80,Wednesday ,22,Auto Theft,D31,24,Black Creek (24),43.7576141,-79.5153656,159244
-79.5192947,43.7394104,172227,GO-2017545594,2017-03-27T18:00:00.000Z,2017-03-28T07:42:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,March,28,87,Tuesday   ,7,2017,March,27,86,Monday    ,18,Auto Theft,D31,25,Glenfield-Jane Heights (25),43.7394104,-79.5192947,159245
-79.5446854,43.677902199999984,172228,GO-2017558740,2017-03-29T22:00:00.000Z,2017-03-30T07:23:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,March,30,89,Thursday  ,7,2017,March,29,88,Wednesday ,22,Auto Theft,D22,10,Princess-Rosethorn (10),43.6779022,-79.5446854,159246
-79.2855301,43.806221,172229,GO-2017590876,2017-04-03T22:00:00.000Z,2017-04-04T08:07:00.000Z,Other,2135,210,Theft Of Motor Vehicle,2017,April,4,94,Tuesday   ,8,2017,April,3,93,Monday    ,22,Auto Theft,D42,129,Agincourt North (129),43.806221,-79.2855301,159247
-79.5447922,43.7371407,172230,GO-2017564817,2017-03-30T23:00:00.000Z,2017-03-31T05:44:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,March,31,90,Friday    ,5,2017,March,30,89,Thursday  ,23,Auto Theft,D31,22,Humbermede (22),43.7371407,-79.5447922,159248
-79.2433167,43.765934,172231,GO-2017586542,2017-04-02T18:00:00.000Z,2017-04-03T14:36:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,April,3,93,Monday    ,14,2017,April,2,92,Sunday    ,18,Auto Theft,D43,137,Woburn (137),43.765934,-79.2433167,159249
-79.5585098,43.645565,172232,GO-20171177064,2017-07-01T15:28:00.000Z,2017-07-01T15:28:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,July,1,182,Saturday  ,15,2017,July,1,182,Saturday  ,15,Auto Theft,D22,14,Islington-City Centre West (14),43.645565,-79.5585098,159250
-79.3021774,43.711216,172233,GO-2017398695,2017-03-03T23:00:00.000Z,2017-03-04T18:52:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,March,4,63,Saturday  ,18,2017,March,3,62,Friday    ,23,Auto Theft,D54,54,O'Connor-Parkview (54),43.711216,-79.3021774,159251
-79.3021774,43.711216,172234,GO-2017398695,2017-03-03T23:00:00.000Z,2017-03-04T18:52:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,March,4,63,Saturday  ,18,2017,March,3,62,Friday    ,23,Auto Theft,D54,54,O'Connor-Parkview (54),43.711216,-79.3021774,159252
-79.4312973,43.742607099999987,172235,GO-20171168006,2017-06-29T22:30:00.000Z,2017-06-30T07:19:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,June,30,181,Friday    ,7,2017,June,29,180,Thursday  ,22,Auto Theft,D32,38,Lansing-Westgate (38),43.7426071,-79.4312973,159253
-79.4589691,43.783027599999983,172236,GO-20171168424,2017-06-29T21:30:00.000Z,2017-06-30T08:53:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,June,30,181,Friday    ,8,2017,June,29,180,Thursday  ,21,Auto Theft,D32,35,Westminster-Branson (35),43.7830276,-79.4589691,159254
-79.3228302,43.7809982,172237,GO-20171193110,2017-07-03T18:00:00.000Z,2017-07-04T09:46:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,July,4,185,Tuesday   ,9,2017,July,3,184,Monday    ,18,Auto Theft,D42,117,L'Amoreaux (117),43.7809982,-79.3228302,159255
-79.531509400000019,43.7140923,172238,GO-20171174586,2017-06-30T23:00:00.000Z,2017-07-01T03:26:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,July,1,182,Saturday  ,3,2017,June,30,181,Friday    ,23,Auto Theft,D12,23,Pelmo Park-Humberlea (23),43.7140923,-79.5315094,159256
-79.456665,43.7227287,172239,GO-20171195812,2017-06-20T08:20:00.000Z,2017-07-04T16:38:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,July,4,185,Tuesday   ,16,2017,June,20,171,Tuesday   ,8,Auto Theft,D32,31,Yorkdale-Glen Park (31),43.7227287,-79.456665,159257
-79.614242600000011,43.7554359,172240,GO-20171200150,2017-07-01T06:00:00.000Z,2017-07-05T09:38:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2017,July,5,186,Wednesday ,9,2017,July,1,182,Saturday  ,6,Auto Theft,D23,1,West Humber-Clairville (1),43.7554359,-79.6142426,159258
-79.614242600000011,43.7554359,172241,GO-20171200150,2017-07-01T06:00:00.000Z,2017-07-05T09:38:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2017,July,5,186,Wednesday ,9,2017,July,1,182,Saturday  ,6,Auto Theft,D23,1,West Humber-Clairville (1),43.7554359,-79.6142426,159259
-79.558647199999982,43.694252,172242,GO-20171205326,2017-07-05T22:50:00.000Z,2017-07-05T22:54:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,July,5,186,Wednesday ,22,2017,July,5,186,Wednesday ,22,Auto Theft,D23,6,Kingsview Village-The Westway (6),43.694252,-79.5586472,159260
