X,Y,Index_,event_unique_id,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,MCI,Division,Hood_ID,Neighbourhood,Lat,Long,ObjectId
-79.4713516,43.7122498,172521,GO-2018511557,2018-03-20T20:30:00.000Z,2018-03-21T10:07:00.000Z,House,2135,210,Theft Of Motor Vehicle,2018,March,21,80,Wednesday ,10,2018,March,20,79,Tuesday   ,20,Auto Theft,D12,29,Maple Leaf (29),43.7122498,-79.4713516,159570
-79.240379299999987,43.750919299999985,172335,GO-2017637338,2017-04-10T22:00:00.000Z,2017-04-11T09:16:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,April,11,101,Tuesday   ,9,2017,April,10,100,Monday    ,22,Auto Theft,D43,127,Bendale (127),43.7509193,-79.2403793,159571
-79.5868225,43.6879501,172534,GO-2018529353,2018-03-15T21:00:00.000Z,2018-03-23T20:41:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,March,23,82,Friday    ,20,2018,March,15,74,Thursday  ,21,Auto Theft,D23,1,West Humber-Clairville (1),43.6879501,-79.5868225,159572
-79.206855799999985,43.7474823,171938,GO-20161161071,2016-06-02T21:00:00.000Z,2016-07-03T09:17:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,July,3,185,Sunday    ,9,2016,June,2,154,Thursday  ,21,Auto Theft,D43,140,Guildwood (140),43.7474823,-79.2068558,159573
-79.4929886,43.6243668,172336,GO-2017639679,2017-03-11T00:00:00.000Z,2017-04-11T15:15:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,April,11,101,Tuesday   ,15,2017,March,11,70,Saturday  ,0,Auto Theft,D22,17,Mimico (includes Humber Bay Shores) (17),43.6243668,-79.4929886,159574
-79.5990524,43.7181282,172735,GO-20151170423,2015-07-10T14:00:00.000Z,2015-07-11T01:08:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,July,11,192,Saturday  ,1,2015,July,10,191,Friday    ,14,Auto Theft,D23,1,West Humber-Clairville (1),43.7181282,-79.5990524,159575
-79.3749313,43.6643295,172535,GO-2017858961,2017-05-08T12:00:00.000Z,2017-05-15T22:39:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,May,15,135,Monday    ,22,2017,May,8,128,Monday    ,12,Auto Theft,D51,71,Cabbagetown-South St.James Town (71),43.6643295,-79.3749313,159576
-79.623909,43.7504463,171939,GO-20141935120,2014-04-21T15:30:00.000Z,2014-04-22T08:14:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,April,22,112,Tuesday   ,8,2014,April,21,111,Monday    ,15,Auto Theft,D23,1,West Humber-Clairville (1),43.7504463,-79.623909,159577
-79.5521774,43.6397667,172337,GO-2017649738,2017-04-12T19:00:00.000Z,2017-04-13T06:37:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,April,13,103,Thursday  ,6,2017,April,12,102,Wednesday ,19,Auto Theft,D22,14,Islington-City Centre West (14),43.6397667,-79.5521774,159578
-79.4645309,43.7634163,172638,GO-2018350086,2018-02-24T09:00:00.000Z,2018-02-24T13:14:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,February,24,55,Saturday  ,13,2018,February,24,55,Saturday  ,9,Auto Theft,D32,34,Bathurst Manor (34),43.7634163,-79.4645309,159579
-79.4430847,43.6779633,172338,GO-20171989335,2017-11-02T21:00:00.000Z,2017-11-03T06:11:00.000Z,Other,2135,210,Theft Of Motor Vehicle,2017,November,3,307,Friday    ,6,2017,November,2,306,Thursday  ,21,Auto Theft,D13,92,Corso Italia-Davenport (92),43.6779633,-79.4430847,159580
-79.5398178,43.7353821,172536,GO-2018542126,2018-03-25T20:27:00.000Z,2018-03-25T23:38:00.000Z,House,2135,210,Theft Of Motor Vehicle,2018,March,25,84,Sunday    ,23,2018,March,25,84,Sunday    ,20,Auto Theft,D31,22,Humbermede (22),43.7353821,-79.5398178,159581
-79.297164899999984,43.7841148,171940,GO-20141936108,2014-04-21T13:30:00.000Z,2014-04-22T11:03:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,April,22,112,Tuesday   ,11,2014,April,21,111,Monday    ,13,Auto Theft,D42,118,Tam O'Shanter-Sullivan (118),43.7841148,-79.2971649,159582
-79.5944443,43.7563324,172339,GO-201831475,2018-01-06T05:29:00.000Z,2018-01-06T06:17:00.000Z,House,2135,210,Theft Of Motor Vehicle,2018,January,6,6,Saturday  ,6,2018,January,6,6,Saturday  ,5,Auto Theft,D23,2,Mount Olive-Silverstone-Jamestown (2),43.7563324,-79.5944443,159583
-79.5947952,43.7155609,172639,GO-2018350435,2018-02-23T11:00:00.000Z,2018-02-24T14:11:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,February,24,55,Saturday  ,14,2018,February,23,54,Friday    ,11,Auto Theft,D23,1,West Humber-Clairville (1),43.7155609,-79.5947952,159584
-79.2412949,43.7375031,172736,GO-20151146849,2015-07-05T17:00:00.000Z,2015-07-08T08:39:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2015,July,8,189,Wednesday ,8,2015,July,5,186,Sunday    ,17,Auto Theft,D43,138,Eglinton East (138),43.7375031,-79.2412949,159585
-79.436264,43.642963399999985,172537,GO-2018527174,2018-03-23T00:01:00.000Z,2018-03-23T15:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,March,23,82,Friday    ,15,2018,March,23,82,Friday    ,0,Auto Theft,D11,86,Roncesvalles (86),43.6429634,-79.436264,159586
-79.5650177,43.6977348,171941,GO-20141937983,2014-04-22T07:12:00.000Z,2014-04-22T16:16:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2014,April,22,112,Tuesday   ,16,2014,April,22,112,Tuesday   ,7,Auto Theft,D23,1,West Humber-Clairville (1),43.6977348,-79.5650177,159587
-79.5214233,43.7732086,172340,GO-20173280740,2017-12-22T13:30:00.000Z,2017-12-28T18:46:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,December,28,362,Thursday  ,18,2017,December,22,356,Friday    ,13,Auto Theft,D31,24,Black Creek (24),43.7732086,-79.5214233,159588
-79.4902878,43.6570168,172640,GO-2018360228,2018-02-25T22:00:00.000Z,2018-02-26T05:37:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,February,26,57,Monday    ,5,2018,February,25,56,Sunday    ,22,Auto Theft,D11,114,Lambton Baby Point (114),43.6570168,-79.4902878,159589
-79.261131299999988,43.773616799999985,172737,GO-20151154886,2015-07-08T13:30:00.000Z,2015-07-08T18:35:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2015,July,8,189,Wednesday ,18,2015,July,8,189,Wednesday ,13,Auto Theft,D43,127,Bendale (127),43.7736168,-79.2611313,159590
-79.1580124,43.7918549,172538,GO-2018564683,2018-03-29T03:57:00.000Z,2018-03-29T10:13:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2018,March,29,88,Thursday  ,10,2018,March,29,88,Thursday  ,3,Auto Theft,D43,134,Highland Creek (134),43.7918549,-79.1580124,159591
-79.54673,43.697052,171942,GO-20141940192,2014-04-22T23:45:00.000Z,2014-04-23T00:03:00.000Z,Apartment,2135,210,Theft Of Motor Vehicle,2014,April,23,113,Wednesday ,0,2014,April,22,112,Tuesday   ,23,Auto Theft,D23,6,Kingsview Village-The Westway (6),43.697052,-79.54673,159592
-79.4200821,43.7980042,172341,GO-201829246,2018-01-05T18:00:00.000Z,2018-01-05T19:30:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,5,5,Friday    ,19,2018,January,5,5,Friday    ,18,Auto Theft,D32,50,Newtonbrook East (50),43.7980042,-79.4200821,159593
-79.4200821,43.7980042,172342,GO-201829246,2018-01-05T18:00:00.000Z,2018-01-05T19:30:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,5,5,Friday    ,19,2018,January,5,5,Friday    ,18,Auto Theft,D32,50,Newtonbrook East (50),43.7980042,-79.4200821,159594
-79.4329758,43.718494399999983,172343,GO-201828960,2018-01-05T18:15:00.000Z,2018-01-05T18:38:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,5,5,Friday    ,18,2018,January,5,5,Friday    ,18,Auto Theft,D32,32,Englemount-Lawrence (32),43.7184944,-79.4329758,159595
-79.4460526,43.7859192,172344,GO-2018105592,2018-01-16T21:00:00.000Z,2018-01-17T19:50:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,17,17,Wednesday ,19,2018,January,16,16,Tuesday   ,21,Auto Theft,D32,36,Newtonbrook West (36),43.7859192,-79.4460526,159596
-79.4344406,43.6866264,172345,GO-2018108322,2018-01-17T22:00:00.000Z,2018-01-18T09:55:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,18,18,Thursday  ,9,2018,January,17,17,Wednesday ,22,Auto Theft,D13,107,Oakwood Village (107),43.6866264,-79.4344406,159597
-79.4608231,43.6933479,172346,GO-2018111102,2018-01-18T00:00:00.000Z,2018-01-18T16:40:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,18,18,Thursday  ,16,2018,January,18,18,Thursday  ,0,Auto Theft,D13,108,Briar Hill-Belgravia (108),43.6933479,-79.4608231,159598
-79.4676971,43.6917191,172347,GO-2018129074,2018-01-19T05:00:00.000Z,2018-01-21T12:55:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,21,21,Sunday    ,12,2018,January,19,19,Friday    ,5,Auto Theft,D12,112,Beechborough-Greenbrook (112),43.6917191,-79.4676971,159599
-79.3373184,43.680423699999984,172348,GO-2018110389,2018-01-15T12:00:00.000Z,2018-01-18T14:53:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,18,18,Thursday  ,14,2018,January,15,15,Monday    ,12,Auto Theft,D55,66,Danforth (66),43.6804237,-79.3373184,159600
-79.2758408,43.7599525,172349,GO-2018115894,2018-01-17T11:00:00.000Z,2018-01-19T11:47:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,19,19,Friday    ,11,2018,January,17,17,Wednesday ,11,Auto Theft,D41,126,Dorset Park (126),43.7599525,-79.2758408,159601
-79.4198151,43.7971611,172350,GO-2018114476,2018-01-18T19:30:00.000Z,2018-01-19T07:50:00.000Z,House,2135,210,Theft Of Motor Vehicle,2018,January,19,19,Friday    ,7,2018,January,18,18,Thursday  ,19,Auto Theft,D32,50,Newtonbrook East (50),43.7971611,-79.4198151,159602
-79.3439102,43.676635699999984,172351,GO-2018122709,2018-01-20T11:49:00.000Z,2018-01-20T11:49:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,20,20,Saturday  ,11,2018,January,20,20,Saturday  ,11,Auto Theft,D55,69,Blake-Jones (69),43.6766357,-79.3439102,159603
-79.5716476,43.7382889,172352,GO-2018134068,2018-01-21T23:00:00.000Z,2018-01-22T09:37:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,22,22,Monday    ,9,2018,January,21,21,Sunday    ,23,Auto Theft,D23,3,Thistletown-Beaumond Heights (3),43.7382889,-79.5716476,159604
-79.3734589,43.6573067,172353,GO-201836774,2018-01-07T02:00:00.000Z,2018-01-07T02:38:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,7,7,Sunday    ,2,2018,January,7,7,Sunday    ,2,Auto Theft,D51,73,Moss Park (73),43.6573067,-79.3734589,159605
-79.3944702,43.7532349,172354,GO-2018149356,2018-01-23T02:45:00.000Z,2018-01-24T13:33:00.000Z,House,2135,210,Theft Of Motor Vehicle,2018,January,24,24,Wednesday ,13,2018,January,23,23,Tuesday   ,2,Auto Theft,D32,40,St.Andrew-Windfields (40),43.7532349,-79.3944702,159606
-79.5688782,43.722683,172355,GO-2018153961,2018-01-24T16:00:00.000Z,2018-01-25T07:39:00.000Z,House,2135,210,Theft Of Motor Vehicle,2018,January,25,25,Thursday  ,7,2018,January,24,24,Wednesday ,16,Auto Theft,D23,4,Rexdale-Kipling (4),43.722683,-79.5688782,159607
-79.5655518,43.751396199999988,172356,GO-2018153972,2018-01-24T23:00:00.000Z,2018-01-25T07:41:00.000Z,House,2135,210,Theft Of Motor Vehicle,2018,January,25,25,Thursday  ,7,2018,January,24,24,Wednesday ,23,Auto Theft,D31,21,Humber Summit (21),43.7513962,-79.5655518,159608
-79.3322601,43.689357799999989,172357,GO-20161569699,2016-09-04T01:30:00.000Z,2016-09-04T13:30:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,September,4,248,Sunday    ,13,2016,September,4,248,Sunday    ,1,Auto Theft,D54,59,Danforth East York (59),43.6893578,-79.3322601,159609
-79.210495,43.7643814,172358,GO-2018140216,2018-01-22T23:00:00.000Z,2018-01-23T07:02:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,23,23,Tuesday   ,7,2018,January,22,22,Monday    ,23,Auto Theft,D43,137,Woburn (137),43.7643814,-79.210495,159610
-79.2758408,43.7599525,172359,GO-2018141304,2018-01-20T15:00:00.000Z,2018-01-23T10:08:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,23,23,Tuesday   ,10,2018,January,20,20,Saturday  ,15,Auto Theft,D41,126,Dorset Park (126),43.7599525,-79.2758408,159611
-79.4289551,43.7038651,172360,GO-2018161526,2018-01-26T06:00:00.000Z,2018-01-26T11:09:00.000Z,House,2135,210,Theft Of Motor Vehicle,2018,January,26,26,Friday    ,11,2018,January,26,26,Friday    ,6,Auto Theft,D13,102,Forest Hill North (102),43.7038651,-79.4289551,159612
-79.48246,43.683734899999983,172361,GO-2018163659,2017-10-10T12:00:00.000Z,2018-01-26T16:57:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,26,26,Friday    ,16,2017,October,10,283,Tuesday   ,12,Auto Theft,D12,111,Rockcliffe-Smythe (111),43.6837349,-79.48246,159613
-79.436721799999987,43.7482643,172362,GO-2018170579,2018-01-25T11:30:00.000Z,2018-01-27T18:30:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,27,27,Saturday  ,18,2018,January,25,25,Thursday  ,11,Auto Theft,D32,38,Lansing-Westgate (38),43.7482643,-79.4367218,159614
-79.436721799999987,43.7482643,172363,GO-2018170579,2018-01-25T11:30:00.000Z,2018-01-27T18:30:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,27,27,Saturday  ,18,2018,January,25,25,Thursday  ,11,Auto Theft,D32,38,Lansing-Westgate (38),43.7482643,-79.4367218,159615
-79.4147568,43.7765884,172364,GO-2018170905,2018-01-27T19:23:00.000Z,2018-01-27T19:33:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,27,27,Saturday  ,19,2018,January,27,27,Saturday  ,19,Auto Theft,D32,51,Willowdale East (51),43.7765884,-79.4147568,159616
-79.262672400000014,43.7162323,172365,GO-2018173658,2018-01-27T18:00:00.000Z,2018-01-28T08:16:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,28,28,Sunday    ,8,2018,January,27,27,Saturday  ,18,Auto Theft,D41,124,Kennedy Park (124),43.7162323,-79.2626724,159617
-79.4126129,43.6554642,172366,GO-20171343310,2017-07-26T16:40:00.000Z,2017-07-26T16:59:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,July,26,207,Wednesday ,16,2017,July,26,207,Wednesday ,16,Auto Theft,D14,80,Palmerston-Little Italy (80),43.6554642,-79.4126129,159618
-79.3983765,43.6403046,172367,GO-20171348358,2017-07-26T21:00:00.000Z,2017-07-27T12:58:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,July,27,208,Thursday  ,12,2017,July,26,207,Wednesday ,21,Auto Theft,D14,77,Waterfront Communities-The Island (77),43.6403046,-79.3983765,159619
-79.4769287,43.6772919,172368,GO-20171353558,2017-07-27T21:00:00.000Z,2017-07-28T07:20:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,July,28,209,Friday    ,7,2017,July,27,208,Thursday  ,21,Auto Theft,D12,111,Rockcliffe-Smythe (111),43.6772919,-79.4769287,159620
-79.4769287,43.6772919,172369,GO-20171353558,2017-07-27T21:00:00.000Z,2017-07-28T07:20:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,July,28,209,Friday    ,7,2017,July,27,208,Thursday  ,21,Auto Theft,D12,111,Rockcliffe-Smythe (111),43.6772919,-79.4769287,159621
-79.4769287,43.6772919,172370,GO-20171353558,2017-07-27T21:00:00.000Z,2017-07-28T07:20:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,July,28,209,Friday    ,7,2017,July,27,208,Thursday  ,21,Auto Theft,D12,111,Rockcliffe-Smythe (111),43.6772919,-79.4769287,159622
-79.3578873,43.7939148,172371,GO-20173022716,2017-11-18T23:53:00.000Z,2017-11-18T23:53:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,November,18,322,Saturday  ,23,2017,November,18,322,Saturday  ,23,Auto Theft,D33,48,Hillcrest Village (48),43.7939148,-79.3578873,159623
-79.360351600000016,43.6544113,172372,GO-2018359091,2018-02-25T22:12:00.000Z,2018-02-25T22:12:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,February,25,56,Sunday    ,22,2018,February,25,56,Sunday    ,22,Auto Theft,D51,73,Moss Park (73),43.6544113,-79.3603516,159624
-79.354858400000012,43.6533737,172373,GO-20173162162,2017-12-08T20:30:00.000Z,2017-12-09T10:10:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,December,9,343,Saturday  ,10,2017,December,8,342,Friday    ,20,Auto Theft,D51,77,Waterfront Communities-The Island (77),43.6533737,-79.3548584,159625
-79.4807281,43.720516199999985,172374,GO-2018403486,2018-03-03T19:00:00.000Z,2018-03-04T16:22:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,March,4,63,Sunday    ,16,2018,March,3,62,Saturday  ,19,Auto Theft,D12,29,Maple Leaf (29),43.7205162,-79.4807281,159626
-79.2027206,43.8089371,172375,GO-2018388710,2018-03-01T22:15:00.000Z,2018-03-02T09:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,March,2,61,Friday    ,9,2018,March,1,60,Thursday  ,22,Auto Theft,D42,131,Rouge (131),43.8089371,-79.2027206,159627
-79.2027206,43.8089371,172376,GO-2018388710,2018-03-01T22:15:00.000Z,2018-03-02T09:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,March,2,61,Friday    ,9,2018,March,1,60,Thursday  ,22,Auto Theft,D42,131,Rouge (131),43.8089371,-79.2027206,159628
-79.2347031,43.8272476,172377,GO-2018394879,2018-03-02T23:00:00.000Z,2018-03-03T08:09:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,March,3,62,Saturday  ,8,2018,March,2,61,Friday    ,23,Auto Theft,D42,131,Rouge (131),43.8272476,-79.2347031,159629
-79.2347031,43.8272476,172378,GO-2018394879,2018-03-02T23:00:00.000Z,2018-03-03T08:09:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,March,3,62,Saturday  ,8,2018,March,2,61,Friday    ,23,Auto Theft,D42,131,Rouge (131),43.8272476,-79.2347031,159630
-79.5371017,43.6394615,172379,GO-2015742910,2015-05-04T17:20:00.000Z,2015-05-04T22:20:00.000Z,Apartment,2135,210,Theft Of Motor Vehicle,2015,May,4,124,Monday    ,22,2015,May,4,124,Monday    ,17,Auto Theft,D22,14,Islington-City Centre West (14),43.6394615,-79.5371017,159631
-79.5363312,43.6709366,172380,GO-2015744938,2015-05-04T22:00:00.000Z,2015-05-05T09:20:00.000Z,House,2135,210,Theft Of Motor Vehicle,2015,May,5,125,Tuesday   ,9,2015,May,4,124,Monday    ,22,Auto Theft,D22,10,Princess-Rosethorn (10),43.6709366,-79.5363312,159632
-79.4602585,43.6834373,172381,GO-2018414306,2018-03-06T05:40:00.000Z,2018-03-06T09:06:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,March,6,65,Tuesday   ,9,2018,March,6,65,Tuesday   ,5,Auto Theft,D13,109,Caledonia-Fairbank (109),43.6834373,-79.4602585,159633
-79.4602585,43.6834373,172382,GO-2018414306,2018-03-06T05:40:00.000Z,2018-03-06T09:06:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,March,6,65,Tuesday   ,9,2018,March,6,65,Tuesday   ,5,Auto Theft,D13,109,Caledonia-Fairbank (109),43.6834373,-79.4602585,159634
-79.2822571,43.8027191,172383,GO-2018413239,2018-03-05T20:00:00.000Z,2018-03-06T03:37:00.000Z,House,2135,210,Theft Of Motor Vehicle,2018,March,6,65,Tuesday   ,3,2018,March,5,64,Monday    ,20,Auto Theft,D42,129,Agincourt North (129),43.8027191,-79.2822571,159635
-79.4209518,43.6566315,172384,GO-2018410715,2018-03-03T17:00:00.000Z,2018-03-05T17:30:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,March,5,64,Monday    ,17,2018,March,3,62,Saturday  ,17,Auto Theft,D14,80,Palmerston-Little Italy (80),43.6566315,-79.4209518,159636
-79.4098663,43.646843,172385,GO-2018407108,2018-02-11T15:30:00.000Z,2018-03-05T08:38:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,March,5,64,Monday    ,8,2018,February,11,42,Sunday    ,15,Auto Theft,D14,81,Trinity-Bellwoods (81),43.646843,-79.4098663,159637
-79.5437851,43.6380196,172386,GO-2018420375,2018-03-06T23:00:00.000Z,2018-03-07T07:14:00.000Z,House,2135,210,Theft Of Motor Vehicle,2018,March,7,66,Wednesday ,7,2018,March,6,65,Tuesday   ,23,Auto Theft,D22,14,Islington-City Centre West (14),43.6380196,-79.5437851,159638
-79.395828200000011,43.647399900000011,172387,GO-201775083,2017-01-13T03:00:00.000Z,2017-01-13T12:36:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,January,13,13,Friday    ,12,2017,January,13,13,Friday    ,3,Auto Theft,D52,77,Waterfront Communities-The Island (77),43.6473999,-79.3958282,159639
-79.4812088,43.622970599999988,172388,GO-201840240,2018-01-06T09:00:00.000Z,2018-01-07T18:24:00.000Z,Apartment,2135,210,Theft Of Motor Vehicle,2018,January,7,7,Sunday    ,18,2018,January,6,6,Saturday  ,9,Auto Theft,D22,17,Mimico (includes Humber Bay Shores) (17),43.6229706,-79.4812088,159640
-79.5229721,43.7282028,172389,GO-201841101,2018-01-06T12:00:00.000Z,2018-01-07T21:21:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,7,7,Sunday    ,21,2018,January,6,6,Saturday  ,12,Auto Theft,D31,26,Downsview-Roding-CFB (26),43.7282028,-79.5229721,159641
-79.5960464,43.7319069,172390,GO-201852596,2018-01-09T13:00:00.000Z,2018-01-09T16:18:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,9,9,Tuesday   ,16,2018,January,9,9,Tuesday   ,13,Auto Theft,D23,1,West Humber-Clairville (1),43.7319069,-79.5960464,159642
-79.5898056,43.752964,172391,GO-201842957,2018-01-07T22:00:00.000Z,2018-01-08T08:07:00.000Z,House,2135,210,Theft Of Motor Vehicle,2018,January,8,8,Monday    ,8,2018,January,7,7,Sunday    ,22,Auto Theft,D23,2,Mount Olive-Silverstone-Jamestown (2),43.752964,-79.5898056,159643
-79.533577,43.6583519,172392,GO-201855083,2018-01-09T23:45:00.000Z,2018-01-09T23:53:00.000Z,House,2135,210,Theft Of Motor Vehicle,2018,January,9,9,Tuesday   ,23,2018,January,9,9,Tuesday   ,23,Auto Theft,D22,10,Princess-Rosethorn (10),43.6583519,-79.533577,159644
-79.5244827,43.6794701,172393,GO-201855775,2018-01-09T20:30:00.000Z,2018-01-10T05:15:00.000Z,House,2135,210,Theft Of Motor Vehicle,2018,January,10,10,Wednesday ,5,2018,January,9,9,Tuesday   ,20,Auto Theft,D22,9,Edenbridge-Humber Valley (9),43.6794701,-79.5244827,159645
-79.4946518,43.7777214,172394,GO-201854891,2017-12-28T17:00:00.000Z,2018-01-09T23:00:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,9,9,Tuesday   ,23,2017,December,28,362,Thursday  ,17,Auto Theft,D31,27,York University Heights (27),43.7777214,-79.4946518,159646
-79.409484899999981,43.6640854,172395,GO-201859669,2018-01-10T13:00:00.000Z,2018-01-10T16:38:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,10,10,Wednesday ,16,2018,January,10,10,Wednesday ,13,Auto Theft,D14,79,University (79),43.6640854,-79.4094849,159647
-79.4183273,43.6552467,172396,GO-201863896,2018-01-10T18:30:00.000Z,2018-01-11T09:50:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,11,11,Thursday  ,9,2018,January,10,10,Wednesday ,18,Auto Theft,D14,80,Palmerston-Little Italy (80),43.6552467,-79.4183273,159648
-79.3046417,43.7432442,172397,GO-201864601,2018-01-10T18:00:00.000Z,2018-01-11T15:08:00.000Z,Other,2135,210,Theft Of Motor Vehicle,2018,January,11,11,Thursday  ,15,2018,January,10,10,Wednesday ,18,Auto Theft,D41,119,Wexford/Maryvale (119),43.7432442,-79.3046417,159649
-79.3608627,43.7037735,172398,GO-201857486,2017-12-24T16:00:00.000Z,2018-01-10T11:06:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,10,10,Wednesday ,11,2017,December,24,358,Sunday    ,16,Auto Theft,D53,55,Thorncliffe Park (55),43.7037735,-79.3608627,159650
-79.3022003,43.743763,172399,GO-201893123,2018-01-15T22:13:00.000Z,2018-01-15T22:13:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2018,January,15,15,Monday    ,22,2018,January,15,15,Monday    ,22,Auto Theft,D41,119,Wexford/Maryvale (119),43.743763,-79.3022003,159651
-79.3022003,43.743763,172400,GO-201893123,2018-01-15T22:13:00.000Z,2018-01-15T22:13:00.000Z,Commercial,2135,210,Theft Of Motor Vehicle,2018,January,15,15,Monday    ,22,2018,January,15,15,Monday    ,22,Auto Theft,D41,119,Wexford/Maryvale (119),43.743763,-79.3022003,159652
-79.587081899999987,43.6613197,172401,GO-201887637,2018-01-15T01:30:00.000Z,2018-01-15T04:30:00.000Z,House,2135,210,Theft Of Motor Vehicle,2018,January,15,15,Monday    ,4,2018,January,15,15,Monday    ,1,Auto Theft,D22,11,Eringate-Centennial-West Deane (11),43.6613197,-79.5870819,159653
-79.387443499999989,43.664978,172402,GO-2018104467,2018-01-17T16:30:00.000Z,2018-01-17T17:58:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,17,17,Wednesday ,17,2018,January,17,17,Wednesday ,16,Auto Theft,D52,76,Bay Street Corridor (76),43.664978,-79.3874435,159654
-79.387443499999989,43.664978,172403,GO-2018104467,2018-01-17T16:30:00.000Z,2018-01-17T17:58:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,17,17,Wednesday ,17,2018,January,17,17,Wednesday ,16,Auto Theft,D52,76,Bay Street Corridor (76),43.664978,-79.3874435,159655
-79.589782700000015,43.7158432,172404,GO-201897303,2017-11-01T15:44:00.000Z,2018-01-16T15:44:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,16,16,Tuesday   ,15,2017,November,1,305,Wednesday ,15,Auto Theft,D23,1,West Humber-Clairville (1),43.7158432,-79.5897827,159656
-79.5153656,43.7576141,172405,GO-201885007,2018-01-14T15:45:00.000Z,2018-01-14T15:52:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2018,January,14,14,Sunday    ,15,2018,January,14,14,Sunday    ,15,Auto Theft,D31,24,Black Creek (24),43.7576141,-79.5153656,159657
